,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
1389,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,20-12-2020 00:03,video,,positive,70
1390,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,adore,09-10-2020 09:46,video,,positive,72
1391,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,dislike,02-08-2020 00:38,video,,negative,10
1392,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,02-03-2021 06:19,video,,negative,12
1393,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,02-08-2020 05:48,video,,positive,45
1394,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,24-10-2020 10:08,video,,negative,0
1395,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,19-03-2021 01:57,video,,positive,65
1396,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,19-02-2021 04:53,video,,positive,65
,,,,,,,
1398,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,07-08-2020 09:07,video,,negative,0
1399,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,like,20-07-2020 10:14,video,,positive,50
1400,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,23-11-2020 22:51,video,,positive,30
1401,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,super love,26-10-2020 19:54,video,,positive,75
1402,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,want,11-03-2021 01:09,video,,positive,70
1403,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,peeking,14-04-2021 11:10,video,,neutral,35
1404,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,peeking,07-03-2021 05:10,video,,neutral,35
1405,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,indifferent,05-08-2020 11:59,video,,neutral,20
1406,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,20-09-2020 22:27,video,,negative,12
,,,,,,,
1408,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,like,16-04-2021 14:19,video,,positive,50
1409,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,cherish,13-06-2021 09:07,video,,positive,70
1410,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,16-01-2021 05:51,video,,negative,0
1411,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,interested,13-10-2020 21:13,video,,positive,30
1412,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,love,04-03-2021 07:16,video,,positive,65
1413,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,intrigued,03-02-2021 02:51,video,,positive,45
1414,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,11-10-2020 18:39,video,,negative,12
,,,,,,,
1416,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,21-09-2020 09:10,video,,negative,0
1417,e442899c-d2d6-4392-be2d-a0b916ae47fb,peeking,16-08-2020 21:42,video,,neutral,35
1418,e442899c-d2d6-4392-be2d-a0b916ae47fb,intrigued,12-03-2021 12:45,video,,positive,45
1419,e442899c-d2d6-4392-be2d-a0b916ae47fb,super love,12-11-2020 18:27,video,,positive,75
1420,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,04-02-2021 07:27,video,,negative,0
1421,e442899c-d2d6-4392-be2d-a0b916ae47fb,like,27-01-2021 07:41,video,,positive,50
1422,e442899c-d2d6-4392-be2d-a0b916ae47fb,like,07-03-2021 00:08,video,,positive,50
1423,e442899c-d2d6-4392-be2d-a0b916ae47fb,cherish,09-12-2020 11:46,video,,positive,70
1424,e442899c-d2d6-4392-be2d-a0b916ae47fb,heart,24-08-2020 22:36,video,,positive,60
,,,,,,,
1426,e442899c-d2d6-4392-be2d-a0b916ae47fb,worried,31-01-2021 01:25,video,,negative,12
1427,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,18-08-2020 11:48,video,,positive,70
1428,e442899c-d2d6-4392-be2d-a0b916ae47fb,scared,26-12-2020 05:20,video,,negative,15
1429,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,26-05-2021 13:22,video,,negative,0
1430,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,25-08-2020 20:49,video,,positive,70
1431,e442899c-d2d6-4392-be2d-a0b916ae47fb,peeking,24-10-2020 04:55,video,,neutral,35
1432,e442899c-d2d6-4392-be2d-a0b916ae47fb,adore,26-05-2021 20:48,video,,positive,72
1433,e442899c-d2d6-4392-be2d-a0b916ae47fb,want,17-03-2021 01:02,video,,positive,70
1434,e442899c-d2d6-4392-be2d-a0b916ae47fb,hate,23-11-2020 04:32,video,,negative,5
,,,,,,,
1436,e442899c-d2d6-4392-be2d-a0b916ae47fb,worried,11-06-2021 06:38,video,,negative,12
1437,e442899c-d2d6-4392-be2d-a0b916ae47fb,super love,17-12-2020 14:19,video,,positive,75
,,,,,,,
1439,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,interested,17-01-2021 09:47,video,,positive,30
1440,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,want,16-12-2020 20:35,video,,positive,70
1441,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,heart,04-02-2021 00:01,video,,positive,60
1442,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,peeking,10-06-2021 22:58,video,,neutral,35
1443,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,scared,24-01-2021 23:12,video,,negative,15
1444,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,20-12-2020 01:10,video,,negative,0
1445,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,dislike,24-05-2021 06:00,video,,negative,10
1446,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,03-06-2021 02:16,video,,negative,0
1447,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,want,02-09-2020 04:42,video,,positive,70
,,,,,,,
1449,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,dislike,16-01-2021 12:04,video,,negative,10
1450,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,intrigued,14-07-2020 23:28,video,,positive,45
1451,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,interested,07-07-2020 02:23,video,,positive,30
1452,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,peeking,15-12-2020 18:27,video,,neutral,35
1453,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,dislike,26-11-2020 03:30,video,,negative,10
1454,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,cherish,23-10-2020 11:51,video,,positive,70
1455,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,scared,13-07-2020 20:37,video,,negative,15
1456,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,like,27-02-2021 15:13,video,,positive,50
1457,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,worried,11-06-2021 22:04,video,,negative,12
,,,,,,,
,,,,,,,
1460,82145a60-013e-4d96-81a5-399af8618158,adore,29-12-2020 06:36,audio,,positive,72
1461,82145a60-013e-4d96-81a5-399af8618158,adore,29-07-2020 15:09,audio,,positive,72
1462,82145a60-013e-4d96-81a5-399af8618158,scared,13-06-2021 16:37,audio,,negative,15
1463,82145a60-013e-4d96-81a5-399af8618158,peeking,13-12-2020 17:37,audio,,neutral,35
1464,82145a60-013e-4d96-81a5-399af8618158,intrigued,21-04-2021 16:18,audio,,positive,45
1465,82145a60-013e-4d96-81a5-399af8618158,super love,05-02-2021 12:11,audio,,positive,75
1466,82145a60-013e-4d96-81a5-399af8618158,adore,21-01-2021 15:37,audio,,positive,72
1467,82145a60-013e-4d96-81a5-399af8618158,dislike,19-06-2020 10:53,audio,,negative,10
1468,82145a60-013e-4d96-81a5-399af8618158,peeking,03-03-2021 23:54,audio,,neutral,35
,,,,,,,
1470,82145a60-013e-4d96-81a5-399af8618158,worried,22-09-2020 01:15,audio,,negative,12
1471,82145a60-013e-4d96-81a5-399af8618158,peeking,23-07-2020 03:10,audio,,neutral,35
1472,82145a60-013e-4d96-81a5-399af8618158,cherish,21-08-2020 19:48,audio,,positive,70
1473,82145a60-013e-4d96-81a5-399af8618158,interested,16-03-2021 14:26,audio,,positive,30
1474,82145a60-013e-4d96-81a5-399af8618158,peeking,23-12-2020 22:45,audio,,neutral,35
1475,82145a60-013e-4d96-81a5-399af8618158,hate,20-02-2021 01:35,audio,,negative,5
1476,82145a60-013e-4d96-81a5-399af8618158,super love,16-10-2020 22:38,audio,,positive,75
1477,82145a60-013e-4d96-81a5-399af8618158,hate,22-03-2021 15:35,audio,,negative,5
1478,82145a60-013e-4d96-81a5-399af8618158,interested,22-09-2020 19:51,audio,,positive,30
,,,,,,,
1480,82145a60-013e-4d96-81a5-399af8618158,like,17-07-2020 22:08,audio,,positive,50
1481,82145a60-013e-4d96-81a5-399af8618158,disgust,03-02-2021 23:56,audio,,negative,0
1482,82145a60-013e-4d96-81a5-399af8618158,hate,30-09-2020 06:27,audio,,negative,5
1483,82145a60-013e-4d96-81a5-399af8618158,scared,07-06-2021 00:34,audio,,negative,15
1484,82145a60-013e-4d96-81a5-399af8618158,super love,21-07-2020 03:32,audio,,positive,75
1485,82145a60-013e-4d96-81a5-399af8618158,hate,24-01-2021 12:45,audio,,negative,5
1486,82145a60-013e-4d96-81a5-399af8618158,indifferent,03-02-2021 16:28,audio,,neutral,20
1487,82145a60-013e-4d96-81a5-399af8618158,dislike,19-08-2020 16:56,audio,,negative,10
1488,82145a60-013e-4d96-81a5-399af8618158,dislike,12-08-2020 03:07,audio,,negative,10
,,,,,,,
1490,82145a60-013e-4d96-81a5-399af8618158,hate,03-11-2020 16:32,audio,,negative,5
,,,,,,,
1492,d852b946-01e1-44fe-abd7-26198660cbdb,peeking,02-05-2021 11:56,GIF,,neutral,35
1493,d852b946-01e1-44fe-abd7-26198660cbdb,hate,23-06-2020 11:42,GIF,,negative,5
1494,d852b946-01e1-44fe-abd7-26198660cbdb,peeking,17-04-2021 20:46,GIF,,neutral,35
1495,d852b946-01e1-44fe-abd7-26198660cbdb,heart,05-05-2021 22:54,GIF,,positive,60
1496,d852b946-01e1-44fe-abd7-26198660cbdb,hate,09-07-2020 07:52,GIF,,negative,5
1497,d852b946-01e1-44fe-abd7-26198660cbdb,adore,08-11-2020 01:04,GIF,,positive,72
1498,d852b946-01e1-44fe-abd7-26198660cbdb,scared,09-08-2020 00:26,GIF,,negative,15
1499,d852b946-01e1-44fe-abd7-26198660cbdb,hate,09-05-2021 23:18,GIF,,negative,5
1500,d852b946-01e1-44fe-abd7-26198660cbdb,cherish,12-08-2020 22:52,GIF,,positive,70
,,,,,,,
1502,d852b946-01e1-44fe-abd7-26198660cbdb,super love,29-06-2020 15:40,GIF,,positive,75
1503,d852b946-01e1-44fe-abd7-26198660cbdb,super love,12-02-2021 04:04,GIF,,positive,75
1504,d852b946-01e1-44fe-abd7-26198660cbdb,disgust,10-09-2020 10:21,GIF,,negative,0
,,,,,,,
,,,,,,,
1507,c59e27e9-0439-4699-8ea0-5e93f662a05d,adore,02-02-2021 15:29,GIF,,positive,72
,,,,,,,
1509,78713905-362f-4a87-9671-adab5f1e0e67,peeking,08-10-2020 00:01,audio,,neutral,35
1510,78713905-362f-4a87-9671-adab5f1e0e67,dislike,02-11-2020 14:17,audio,,negative,10
1511,78713905-362f-4a87-9671-adab5f1e0e67,love,30-01-2021 12:11,audio,,positive,65
1512,78713905-362f-4a87-9671-adab5f1e0e67,dislike,19-11-2020 02:52,audio,,negative,10
1513,78713905-362f-4a87-9671-adab5f1e0e67,hate,05-09-2020 16:12,audio,,negative,5
1514,78713905-362f-4a87-9671-adab5f1e0e67,super love,24-01-2021 04:05,audio,,positive,75
1515,78713905-362f-4a87-9671-adab5f1e0e67,intrigued,03-01-2021 16:13,audio,,positive,45
1516,78713905-362f-4a87-9671-adab5f1e0e67,heart,27-09-2020 07:20,audio,,positive,60
1517,78713905-362f-4a87-9671-adab5f1e0e67,heart,20-06-2020 12:57,audio,,positive,60
,,,,,,,
1519,78713905-362f-4a87-9671-adab5f1e0e67,like,24-02-2021 16:29,audio,,positive,50
1520,78713905-362f-4a87-9671-adab5f1e0e67,indifferent,24-10-2020 01:22,audio,,neutral,20
1521,78713905-362f-4a87-9671-adab5f1e0e67,adore,10-09-2020 05:43,audio,,positive,72
1522,78713905-362f-4a87-9671-adab5f1e0e67,hate,14-09-2020 13:06,audio,,negative,5
1523,78713905-362f-4a87-9671-adab5f1e0e67,like,16-03-2021 02:53,audio,,positive,50
1524,78713905-362f-4a87-9671-adab5f1e0e67,adore,10-02-2021 00:11,audio,,positive,72
,,,,,,,
1526,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,04-04-2021 21:40,GIF,,negative,12
1527,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,08-02-2021 05:08,GIF,,negative,0
1528,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,interested,03-07-2020 09:49,GIF,,positive,30
1529,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,05-11-2020 10:43,GIF,,neutral,35
1530,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,10-05-2021 01:41,GIF,,negative,5
1531,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,want,30-04-2021 22:23,GIF,,positive,70
1532,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,05-07-2020 02:00,GIF,,neutral,35
1533,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,intrigued,27-09-2020 17:41,GIF,,positive,45
1534,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,adore,11-10-2020 19:59,GIF,,positive,72
,,,,,,,
1536,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,interested,23-01-2021 23:12,GIF,,positive,30
1537,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,23-04-2021 03:13,GIF,,negative,0
1538,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,dislike,11-03-2021 01:33,GIF,,negative,10
1539,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,intrigued,27-09-2020 01:57,GIF,,positive,45
1540,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,19-09-2020 03:32,GIF,,negative,12
1541,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,want,11-12-2020 08:19,GIF,,positive,70
1542,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,05-10-2020 01:52,GIF,,positive,60
1543,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,interested,12-06-2021 05:57,GIF,,positive,30
1544,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,interested,18-06-2020 11:38,GIF,,positive,30
,,,,,,,
1546,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,24-06-2020 21:24,GIF,,positive,60
1547,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,adore,22-06-2020 13:05,GIF,,positive,72
1548,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,intrigued,06-03-2021 05:51,GIF,,positive,45
1549,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,21-12-2020 05:52,GIF,,neutral,35
1550,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,09-08-2020 12:57,GIF,,neutral,35
1551,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,10-10-2020 13:16,GIF,,negative,5
1552,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,06-02-2021 01:15,GIF,,negative,12
1553,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,23-09-2020 21:46,GIF,,negative,5
1554,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,06-12-2020 11:51,GIF,,neutral,35
,,,,,,,
1556,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,peeking,09-12-2020 01:22,GIF,,neutral,35
1557,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,04-05-2021 14:47,GIF,,negative,12
1558,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,28-02-2021 02:12,GIF,,negative,5
1559,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,scared,09-08-2020 16:38,GIF,,negative,15
1560,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,super love,08-07-2020 10:33,GIF,,positive,75
1561,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,dislike,12-05-2021 10:32,GIF,,negative,10
1562,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,super love,20-07-2020 14:40,GIF,,positive,75
1563,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,like,09-12-2020 18:08,GIF,,positive,50
1564,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,like,22-04-2021 21:28,GIF,,positive,50
,,,,,,,
1566,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,heart,28-12-2020 10:15,GIF,,positive,60
1567,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,cherish,26-09-2020 20:12,GIF,,positive,70
,,,,,,,
1569,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,cherish,23-11-2020 23:23,video,,positive,70
1570,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,15-07-2020 19:23,video,,negative,0
1571,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,dislike,07-05-2021 10:48,video,,negative,10
1572,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,interested,03-01-2021 05:06,video,,positive,30
1573,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,peeking,24-05-2021 12:57,video,,neutral,35
1574,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,28-04-2021 04:25,video,,positive,75
1575,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,worried,30-05-2021 22:03,video,,negative,12
1576,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,12-02-2021 16:04,video,,negative,0
1577,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,love,06-08-2020 13:05,video,,positive,65
,,,,,,,
1579,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,adore,17-11-2020 22:30,video,,positive,72
1580,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,peeking,04-10-2020 07:12,video,,neutral,35
1581,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,love,07-08-2020 18:37,video,,positive,65
1582,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,03-09-2020 02:48,video,,positive,75
1583,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,like,03-03-2021 11:50,video,,positive,50
1584,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,adore,21-11-2020 19:43,video,,positive,72
1585,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,heart,13-01-2021 12:01,video,,positive,60
1586,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,indifferent,18-09-2020 16:47,video,,neutral,20
1587,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,25-06-2020 05:15,video,,negative,0
,,,,,,,
1589,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,scared,28-10-2020 10:48,video,,negative,15
1590,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,want,12-06-2021 12:35,video,,positive,70
1591,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,want,04-06-2021 06:51,video,,positive,70
1592,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,super love,01-06-2021 10:13,video,,positive,75
1593,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,indifferent,13-04-2021 05:39,video,,neutral,20
1594,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,intrigued,20-07-2020 11:51,video,,positive,45
1595,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,scared,25-10-2020 05:14,video,,negative,15
1596,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,scared,03-10-2020 00:44,video,,negative,15
1597,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,like,11-08-2020 00:46,video,,positive,50
,,,,,,,
1599,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,worried,18-02-2021 06:15,video,,negative,12
1600,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,worried,26-10-2020 13:41,video,,negative,12
1601,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,hate,03-02-2021 02:15,video,,negative,5
1602,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,intrigued,27-06-2020 11:08,video,,positive,45
1603,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,cherish,26-09-2020 21:14,video,,positive,70
1604,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,peeking,20-05-2021 01:32,video,,neutral,35
,,,,,,,
1606,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,17-05-2021 13:47,GIF,,negative,0
1607,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,25-07-2020 09:28,GIF,,positive,45
1608,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,indifferent,11-01-2021 07:28,GIF,,neutral,20
1609,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,scared,28-12-2020 14:51,GIF,,negative,15
1610,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,19-11-2020 22:02,GIF,,positive,45
1611,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,17-09-2020 11:30,GIF,,positive,45
1612,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,want,11-02-2021 00:15,GIF,,positive,70
1613,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,love,22-09-2020 16:59,GIF,,positive,65
1614,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,19-11-2020 02:03,GIF,,positive,30
,,,,,,,
1616,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,04-01-2021 12:16,GIF,,positive,45
1617,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,want,05-06-2021 07:34,GIF,,positive,70
1618,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,21-12-2020 17:41,GIF,,positive,30
1619,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,01-12-2020 02:45,GIF,,positive,45
1620,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,hate,19-11-2020 19:37,GIF,,negative,5
1621,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,love,05-10-2020 08:54,GIF,,positive,65
1622,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,peeking,19-10-2020 17:26,GIF,,neutral,35
1623,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,super love,27-06-2020 06:28,GIF,,positive,75
1624,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,super love,12-04-2021 19:27,GIF,,positive,75
,,,,,,,
1626,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,29-04-2021 18:04,GIF,,negative,0
1627,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,like,29-08-2020 14:26,GIF,,positive,50
1628,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,23-12-2020 07:13,GIF,,positive,30
1629,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,22-09-2020 04:48,GIF,,positive,30
1630,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,23-10-2020 01:01,GIF,,positive,30
1631,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,peeking,16-06-2021 11:01,GIF,,neutral,35
1632,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,peeking,27-05-2021 01:38,GIF,,neutral,35
1633,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,indifferent,21-11-2020 14:32,GIF,,neutral,20
1634,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,dislike,04-02-2021 22:17,GIF,,negative,10
,,,,,,,
1636,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,peeking,18-09-2020 23:48,GIF,,neutral,35
1637,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,cherish,25-03-2021 04:33,GIF,,positive,70
1638,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,adore,16-06-2021 08:16,GIF,,positive,72
1639,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,cherish,10-04-2021 22:12,GIF,,positive,70
1640,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,15-12-2020 03:05,GIF,,negative,0
1641,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,19-10-2020 21:32,GIF,,positive,45
1642,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,cherish,20-05-2021 04:14,GIF,,positive,70
1643,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,interested,19-08-2020 21:53,GIF,,positive,30
1644,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,17-03-2021 00:43,GIF,,positive,45
,,,,,,,
1646,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,scared,02-07-2020 12:52,GIF,,negative,15
1647,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,intrigued,05-03-2021 17:00,GIF,,positive,45
,,,,,,,
1649,026973ef-4b73-4901-9160-bc9e04516057,interested,17-04-2021 04:47,audio,,positive,30
1650,026973ef-4b73-4901-9160-bc9e04516057,heart,19-12-2020 12:17,audio,,positive,60
1651,026973ef-4b73-4901-9160-bc9e04516057,love,27-11-2020 03:06,audio,,positive,65
1652,026973ef-4b73-4901-9160-bc9e04516057,want,07-01-2021 10:24,audio,,positive,70
1653,026973ef-4b73-4901-9160-bc9e04516057,interested,21-08-2020 13:35,audio,,positive,30
1654,026973ef-4b73-4901-9160-bc9e04516057,super love,06-10-2020 09:10,audio,,positive,75
1655,026973ef-4b73-4901-9160-bc9e04516057,want,07-10-2020 18:13,audio,,positive,70
1656,026973ef-4b73-4901-9160-bc9e04516057,hate,03-11-2020 05:25,audio,,negative,5
1657,026973ef-4b73-4901-9160-bc9e04516057,love,02-04-2021 07:27,audio,,positive,65
,,,,,,,
1659,026973ef-4b73-4901-9160-bc9e04516057,interested,14-03-2021 05:40,audio,,positive,30
1660,026973ef-4b73-4901-9160-bc9e04516057,want,10-04-2021 15:19,audio,,positive,70
1661,026973ef-4b73-4901-9160-bc9e04516057,intrigued,30-05-2021 08:54,audio,,positive,45
1662,026973ef-4b73-4901-9160-bc9e04516057,heart,16-03-2021 15:52,audio,,positive,60
1663,026973ef-4b73-4901-9160-bc9e04516057,like,01-11-2020 05:54,audio,,positive,50
1664,026973ef-4b73-4901-9160-bc9e04516057,love,22-03-2021 15:50,audio,,positive,65
1665,026973ef-4b73-4901-9160-bc9e04516057,intrigued,31-10-2020 07:30,audio,,positive,45
1666,026973ef-4b73-4901-9160-bc9e04516057,adore,14-10-2020 07:33,audio,,positive,72
1667,026973ef-4b73-4901-9160-bc9e04516057,interested,23-11-2020 13:56,audio,,positive,30
,,,,,,,
1669,026973ef-4b73-4901-9160-bc9e04516057,interested,21-12-2020 16:29,audio,,positive,30
1670,026973ef-4b73-4901-9160-bc9e04516057,heart,19-12-2020 23:12,audio,,positive,60
1671,026973ef-4b73-4901-9160-bc9e04516057,adore,20-10-2020 13:38,audio,,positive,72
1672,026973ef-4b73-4901-9160-bc9e04516057,like,24-05-2021 13:11,audio,,positive,50
1673,026973ef-4b73-4901-9160-bc9e04516057,disgust,27-12-2020 23:36,audio,,negative,0
